ocel:eid,ocel:activity,ocel:timestamp,ocel:event_type,ocel:event_class,ocel:attr:stream:id,ocel:attr:stream:source,ocel:attr:stream:value,ocel:attr:concept:name,ocel:type:case_object
81ae0c06-bb89-465e-b025-87d1e35f2478,Remove needle,2024-09-12 11:11:36.562000+01:00,Remove needle,iot_event,Remove needle,Patient Left,End,s2s4,['trace_74c0c40f']
4fea9063-45e6-46cf-8a15-c49190165c64,Remove gloves and hand hygiene,2024-09-12 11:11:37.487000+01:00,Remove gloves and hand hygiene,iot_event,Remove gloves and hand hygiene,Patient Left,Start,s2s4,['trace_74c0c40f']
ded0197d-62b2-4ab9-910a-c7ef847ce43e,Remove gloves and hand hygiene,2024-09-12 11:11:59.462000+01:00,Remove gloves and hand hygiene,iot_event,Remove gloves and hand hygiene,Patient Left,End,s2s4,['trace_74c0c40f']
45fd42a3-2f94-4b35-a93b-eea783e9d12f,Donor check-out,2024-09-12 11:12:00.452000+01:00,Donor check-out,iot_event,Donor check-out,Patient Left,Start,s2s4,['trace_74c0c40f']
3788ff75-9f84-4b0b-ac06-a04d56714d11,Donor check-out,2024-09-12 11:12:02.555000+01:00,Donor check-out,iot_event,Donor check-out,Patient Left,End,s2s4,['trace_74c0c40f']
ddc9c363-2412-44e5-94d5-d08faa88e1e1,Take out samples,2024-09-12 11:12:07.504000+01:00,Take out samples,iot_event,Take out samples,Patient Left,Start,s2s4,['trace_74c0c40f']
340c3799-a728-4ec5-9639-24e867246e11,Take out samples,2024-09-12 11:12:21.620000+01:00,Take out samples,iot_event,Take out samples,Patient Left,End,s2s4,['trace_74c0c40f']
0a3dd30c-e547-48d6-9024-f33102d52baa,Hand hygiene,2024-09-12 11:12:24.620000+01:00,Hand hygiene,iot_event,Hand hygiene,Patient Left,Start,s2s4,['trace_74c0c40f']
246479ba-4a10-4841-9998-98889f60536c,Hand hygiene,2024-09-12 11:12:31.413000+01:00,Hand hygiene,iot_event,Hand hygiene,Patient Left,End,s2s4,['trace_74c0c40f']
9f3dad53-500f-4284-9d0d-84f9b6f3d9bc,HCW check-out,2024-09-12 11:12:32.535000+01:00,HCW check-out,iot_event,HCW check-out,Patient Left,Start,s2s4,['trace_74c0c40f']
e78e6a88-40ee-4db2-857b-694bebb6a1ee,HCW check-out,2024-09-12 11:12:34.651000+01:00,HCW check-out,iot_event,HCW check-out,Patient Left,End,s2s4,['trace_74c0c40f']
d6c79c90-2a64-4c58-8fae-bf10869491fb,Donor check-in,2024-09-12 11:14:26.988000+01:00,Donor check-in,iot_event,Donor check-in,Patient Left,Start,s2s5,['trace_23e7a61d']
f7293516-f4a6-4d36-8b4d-fc50997f347c,Donor check-in,2024-09-12 11:14:29.933000+01:00,Donor check-in,iot_event,Donor check-in,Patient Left,End,s2s5,['trace_23e7a61d']
1e9b53f7-59b2-4846-9dc6-ea97b5829e88,HCW check-in,2024-09-12 11:14:31.161000+01:00,HCW check-in,iot_event,HCW check-in,Patient Left,Start,s2s5,['trace_23e7a61d']
e7c96388-2028-4988-b95c-03c700060f88,HCW check-in,2024-09-12 11:14:34.106000+01:00,HCW check-in,iot_event,HCW check-in,Patient Left,End,s2s5,['trace_23e7a61d']
8b33dc52-eed0-4c85-99e6-7f30e2c45eae,Hand hygiene,2024-09-12 11:14:34.992000+01:00,Hand hygiene,iot_event,Hand hygiene,Patient Left,Start,s2s5,['trace_23e7a61d']
e8d50b41-3e12-4004-bf2d-60fcef785727,Hand hygiene,2024-09-12 11:14:48.389000+01:00,Hand hygiene,iot_event,Hand hygiene,Patient Left,End,s2s5,['trace_23e7a61d']
de6201ff-8b8f-42f4-8e64-df9dbd078518,Check blood drawing machine,2024-09-12 11:14:49.979000+01:00,Check blood drawing machine,iot_event,Check blood drawing machine,Patient Left,Start,s2s5,['trace_23e7a61d']
fdc05d32-a844-4d71-95b3-403d5547664f,Check blood drawing machine,2024-09-12 11:14:54.835000+01:00,Check blood drawing machine,iot_event,Check blood drawing machine,Patient Left,End,s2s5,['trace_23e7a61d']
9fd2f4fb-3508-44bd-921d-9cbd9994da11,Apply tourniquet,2024-09-12 11:14:56.255000+01:00,Apply tourniquet,iot_event,Apply tourniquet,Patient Left,Start,s2s5,['trace_23e7a61d']
512d448f-9e74-4cdb-83ff-73c4c9dead6b,Apply tourniquet,2024-09-12 11:15:05.252000+01:00,Apply tourniquet,iot_event,Apply tourniquet,Patient Left,End,s2s5,['trace_23e7a61d']
6f654c0b-a65f-4fe1-adab-08bb5e5c5def,Hand hygiene and wear gloves,2024-09-12 11:15:06.743000+01:00,Hand hygiene and wear gloves,iot_event,Hand hygiene and wear gloves,Patient Left,Start,s2s5,['trace_23e7a61d']
e1dbe2da-48e8-45da-a753-b663552b8132,Hand hygiene and wear gloves,2024-09-12 11:15:23.068000+01:00,Hand hygiene and wear gloves,iot_event,Hand hygiene and wear gloves,Patient Left,End,s2s5,['trace_23e7a61d']
6e2a7927-7ab7-4b19-bc56-2a22fe63676d,Disinfect injection site,2024-09-12 11:15:23.643000+01:00,Disinfect injection site,iot_event,Disinfect injection site,Patient Left,Start,s2s5,['trace_23e7a61d']
76a27e80-2156-4c55-af55-c53b4b368d9f,Disinfect injection site,2024-09-12 11:15:36.951000+01:00,Disinfect injection site,iot_event,Disinfect injection site,Patient Left,End,s2s5,['trace_23e7a61d']
cc1133d5-30c9-4fe9-b8c2-2ffa8ecf704a,Insert needle,2024-09-12 11:15:40.220000+01:00,Insert needle,iot_event,Insert needle,Patient Left,Start,s2s5,['trace_23e7a61d']
8d0d033b-5e86-4c7a-90ec-df08585d58c0,Insert needle,2024-09-12 11:15:50.371000+01:00,Insert needle,iot_event,Insert needle,Patient Left,End,s2s5,['trace_23e7a61d']
04fa0fe2-18cf-4643-857a-cda057fe067e,Remove tourniquet,2024-09-12 11:15:51.405000+01:00,Remove tourniquet,iot_event,Remove tourniquet,Patient Left,Start,s2s5,['trace_23e7a61d']
70ae4371-2260-48f3-ad65-c2f743f21626,Remove tourniquet,2024-09-12 11:15:54.758000+01:00,Remove tourniquet,iot_event,Remove tourniquet,Patient Left,End,s2s5,['trace_23e7a61d']
d7474b3e-f03a-449a-972e-fe5b18c25cbc,Start blood drawing machine,2024-09-12 11:15:56.362000+01:00,Start blood drawing machine,iot_event,Start blood drawing machine,Patient Left,Start,s2s5,['trace_23e7a61d']
f4b1231e-133e-44dd-ae63-94b7878f9779,Start blood drawing machine,2024-09-12 11:15:58.963000+01:00,Start blood drawing machine,iot_event,Start blood drawing machine,Patient Left,End,s2s5,['trace_23e7a61d']
afd9b93d-bf57-41dc-b52c-fa631477600b,Monitor patient,2024-09-12 11:16:04.912000+01:00,Monitor patient,iot_event,Monitor patient,Patient Left,Start,s2s5,['trace_23e7a61d']
2166ca6e-1b1f-4e66-af56-350d6cfca463,Monitor patient,2024-09-12 11:16:12.615000+01:00,Monitor patient,iot_event,Monitor patient,Patient Left,End,s2s5,['trace_23e7a61d']
b0354ef6-b67f-4976-a397-9e82f96bc6b1,Stop blood drawing machine,2024-09-12 11:16:17.713000+01:00,Stop blood drawing machine,iot_event,Stop blood drawing machine,Patient Left,Start,s2s5,['trace_23e7a61d']
c0424150-8e03-4084-89d6-996a0627eb9e,Stop blood drawing machine,2024-09-12 11:16:20.855000+01:00,Stop blood drawing machine,iot_event,Stop blood drawing machine,Patient Left,End,s2s5,['trace_23e7a61d']
28cf9d9f-ffcc-4ea8-a723-cff5576f089b,Remove needle,2024-09-12 11:16:23.536000+01:00,Remove needle,iot_event,Remove needle,Patient Left,Start,s2s5,['trace_23e7a61d']
a3f29e2e-360a-44ed-8314-c29226bb113e,Remove needle,2024-09-12 11:16:33.063000+01:00,Remove needle,iot_event,Remove needle,Patient Left,End,s2s5,['trace_23e7a61d']
da976016-b1b7-477d-a974-4aba966362ff,Remove gloves and hand hygiene,2024-09-12 11:16:37.148000+01:00,Remove gloves and hand hygiene,iot_event,Remove gloves and hand hygiene,Patient Left,Start,s2s5,['trace_23e7a61d']
4dd969a2-3e2c-4bbf-8e60-31a026994a6d,Remove gloves and hand hygiene,2024-09-12 11:16:51.161000+01:00,Remove gloves and hand hygiene,iot_event,Remove gloves and hand hygiene,Patient Left,End,s2s5,['trace_23e7a61d']
67cc8231-6b6a-4a91-ae36-5c44584786e8,Donor check-out,2024-09-12 11:16:52.034000+01:00,Donor check-out,iot_event,Donor check-out,Patient Left,Start,s2s5,['trace_23e7a61d']
99bc1a4d-3f12-4215-9cb6-9ef75bfdb9dd,Donor check-out,2024-09-12 11:16:54.031000+01:00,Donor check-out,iot_event,Donor check-out,Patient Left,End,s2s5,['trace_23e7a61d']
40bc610e-17c1-408f-b37b-8676626e33bb,Take out samples,2024-09-12 11:16:55.788000+01:00,Take out samples,iot_event,Take out samples,Patient Left,Start,s2s5,['trace_23e7a61d']
635ef548-e88f-4ff1-afc8-6a326366d5cd,Take out samples,2024-09-12 11:17:06.078000+01:00,Take out samples,iot_event,Take out samples,Patient Left,End,s2s5,['trace_23e7a61d']
2a88e788-95a9-4f2c-9245-2f594cd40cf6,Hand hygiene,2024-09-12 11:17:06.941000+01:00,Hand hygiene,iot_event,Hand hygiene,Patient Left,Start,s2s5,['trace_23e7a61d']
6afb9e90-6bf3-42bb-b45d-108f7e4551d0,Hand hygiene,2024-09-12 11:17:12.413000+01:00,Hand hygiene,iot_event,Hand hygiene,Patient Left,End,s2s5,['trace_23e7a61d']
3bc00dd0-5c5c-4fdc-86da-3e5bdc9afc65,HCW check-out,2024-09-12 11:17:14.001000+01:00,HCW check-out,iot_event,HCW check-out,Patient Left,Start,s2s5,['trace_23e7a61d']
f5e3b2d1-7455-4b06-9b1b-744edc377597,HCW check-out,2024-09-12 11:17:16.330000+01:00,HCW check-out,iot_event,HCW check-out,Patient Left,End,s2s5,['trace_23e7a61d']
f416315a-8ed3-4faf-a477-6dc7ee037725,Donor check-in,2024-09-12 11:19:04.891000+01:00,Donor check-in,iot_event,Donor check-in,Patient Left,Start,s2s6,['trace_d177f781']
69e93de2-7e04-4d8f-a360-171ed4ace554,Donor check-in,2024-09-12 11:19:05.825000+01:00,Donor check-in,iot_event,Donor check-in,Patient Left,End,s2s6,['trace_d177f781']
a06f916a-0b89-4bd2-af0a-cc24697acea1,HCW check-in,2024-09-12 11:19:07.007000+01:00,HCW check-in,iot_event,HCW check-in,Patient Left,Start,s2s6,['trace_d177f781']
51c2acd9-a8b2-4e38-9662-81c10880e0ef,HCW check-in,2024-09-12 11:19:12.230000+01:00,HCW check-in,iot_event,HCW check-in,Patient Left,End,s2s6,['trace_d177f781']
9774b01d-e3bb-4155-905f-ae15a08ff956,Hand hygiene,2024-09-12 11:19:13.193000+01:00,Hand hygiene,iot_event,Hand hygiene,Patient Left,Start,s2s6,['trace_d177f781']
191887e4-975c-4287-8257-754bb6d24cb7,Hand hygiene,2024-09-12 11:19:33.946000+01:00,Hand hygiene,iot_event,Hand hygiene,Patient Left,End,s2s6,['trace_d177f781']
a0ece326-d733-4374-b1ae-7c28ea310b88,Check blood drawing machine,2024-09-12 11:19:35.393000+01:00,Check blood drawing machine,iot_event,Check blood drawing machine,Patient Left,Start,s2s6,['trace_d177f781']
3245afe4-a3aa-4c76-8e96-0ceba1213ff6,Check blood drawing machine,2024-09-12 11:19:45.312000+01:00,Check blood drawing machine,iot_event,Check blood drawing machine,Patient Left,End,s2s6,['trace_d177f781']
cbcfbaa7-a17c-4561-b500-ad777f09764e,Apply tourniquet,2024-09-12 11:19:50.535000+01:00,Apply tourniquet,iot_event,Apply tourniquet,Patient Left,Start,s2s6,['trace_d177f781']
50b1d567-ab7a-46a6-ab38-9e5c424b608b,Apply tourniquet,2024-09-12 11:19:58.704000+01:00,Apply tourniquet,iot_event,Apply tourniquet,Patient Left,End,s2s6,['trace_d177f781']
255a0457-fc8c-4d3b-8e10-e476ffdcef82,Hand hygiene and wear gloves,2024-09-12 11:19:59.399000+01:00,Hand hygiene and wear gloves,iot_event,Hand hygiene and wear gloves,Patient Left,Start,s2s6,['trace_d177f781']
9ac3db30-7c49-44be-8da5-9d2541f112df,Hand hygiene and wear gloves,2024-09-12 11:20:58.079000+01:00,Hand hygiene and wear gloves,iot_event,Hand hygiene and wear gloves,Patient Left,End,s2s6,['trace_d177f781']
ca3839fc-227a-434f-87f8-3e0c83b197f8,Disinfect injection site,2024-09-12 11:20:58.845000+01:00,Disinfect injection site,iot_event,Disinfect injection site,Patient Left,Start,s2s6,['trace_d177f781']
e567239d-b36a-4f18-a7d6-a1b4f62ac109,Disinfect injection site,2024-09-12 11:21:13.247000+01:00,Disinfect injection site,iot_event,Disinfect injection site,Patient Left,End,s2s6,['trace_d177f781']
154a111b-dba0-4a53-8f54-9292b2882b71,Insert needle,2024-09-12 11:21:16.340000+01:00,Insert needle,iot_event,Insert needle,Patient Left,Start,s2s6,['trace_d177f781']
4122642d-e580-4cae-82f4-d7889cd73e58,Insert needle,2024-09-12 11:21:27.229000+01:00,Insert needle,iot_event,Insert needle,Patient Left,End,s2s6,['trace_d177f781']
f7ead5ae-382b-4155-a512-32c00e70cca3,Remove tourniquet,2024-09-12 11:21:28.057000+01:00,Remove tourniquet,iot_event,Remove tourniquet,Patient Left,Start,s2s6,['trace_d177f781']
e38075fc-e9bc-475c-9ba1-3992420328e5,Remove tourniquet,2024-09-12 11:21:35.002000+01:00,Remove tourniquet,iot_event,Remove tourniquet,Patient Left,End,s2s6,['trace_d177f781']
c498597c-0238-471c-bb66-e8f8fc6d340f,Start blood drawing machine,2024-09-12 11:21:36.529000+01:00,Start blood drawing machine,iot_event,Start blood drawing machine,Patient Left,Start,s2s6,['trace_d177f781']
197a534a-1b7b-4a75-9304-372785d3fe1f,Start blood drawing machine,2024-09-12 11:21:41.450000+01:00,Start blood drawing machine,iot_event,Start blood drawing machine,Patient Left,End,s2s6,['trace_d177f781']
d0ddd8e3-d0c3-4b2c-9b5d-13dd51a662f0,Monitor patient,2024-09-12 11:21:51.161000+01:00,Monitor patient,iot_event,Monitor patient,Patient Left,Start,s2s6,['trace_d177f781']
aed99530-2618-4cc2-8c35-9093f6847145,Monitor patient,2024-09-12 11:21:54.889000+01:00,Monitor patient,iot_event,Monitor patient,Patient Left,End,s2s6,['trace_d177f781']
6f2f116a-f6cf-45f2-bd3a-06530954adff,Stop blood drawing machine,2024-09-12 11:21:57.757000+01:00,Stop blood drawing machine,iot_event,Stop blood drawing machine,Patient Left,Start,s2s6,['trace_d177f781']
b8f4e23e-1797-4ea2-b60b-945f46768baa,Stop blood drawing machine,2024-09-12 11:22:01.631000+01:00,Stop blood drawing machine,iot_event,Stop blood drawing machine,Patient Left,End,s2s6,['trace_d177f781']
40ec7380-8cfc-498c-832f-ce387e783cd6,Remove needle,2024-09-12 11:22:05.385000+01:00,Remove needle,iot_event,Remove needle,Patient Left,Start,s2s6,['trace_d177f781']
8ac33e60-8f4c-45b8-89e9-874186bd9881,Remove needle,2024-09-12 11:22:20.860000+01:00,Remove needle,iot_event,Remove needle,Patient Left,End,s2s6,['trace_d177f781']
0ff78739-6db3-47d4-8a95-b0365c0c3bf1,Remove gloves and hand hygiene,2024-09-12 11:22:22.647000+01:00,Remove gloves and hand hygiene,iot_event,Remove gloves and hand hygiene,Patient Left,Start,s2s6,['trace_d177f781']
d541d970-a3ab-43a1-9fb0-f8abc36b8f61,Remove gloves and hand hygiene,2024-09-12 11:22:43.544000+01:00,Remove gloves and hand hygiene,iot_event,Remove gloves and hand hygiene,Patient Left,End,s2s6,['trace_d177f781']
3a5fa77d-17c4-44dc-b943-98c8a0ecd469,Donor check-out,2024-09-12 11:22:44.810000+01:00,Donor check-out,iot_event,Donor check-out,Patient Left,Start,s2s6,['trace_d177f781']
e2370ed5-9c3d-4b9f-9bd5-552240375be0,Donor check-out,2024-09-12 11:22:47.326000+01:00,Donor check-out,iot_event,Donor check-out,Patient Left,End,s2s6,['trace_d177f781']
e09d69ad-5b49-4d48-9075-c8a631e4c86a,Take out samples,2024-09-12 11:22:48.619000+01:00,Take out samples,iot_event,Take out samples,Patient Left,Start,s2s6,['trace_d177f781']
759d1af4-14f0-4ef4-b332-052903a15b80,Take out samples,2024-09-12 11:22:58.541000+01:00,Take out samples,iot_event,Take out samples,Patient Left,End,s2s6,['trace_d177f781']
70a14d07-6ab1-459f-9d4b-b12212fb2dbe,Hand hygiene,2024-09-12 11:23:01.395000+01:00,Hand hygiene,iot_event,Hand hygiene,Patient Left,Start,s2s6,['trace_d177f781']
f03e6405-8117-4108-a75d-2c61c90b9b5a,Hand hygiene,2024-09-12 11:23:16.775000+01:00,Hand hygiene,iot_event,Hand hygiene,Patient Left,End,s2s6,['trace_d177f781']
cb5ef320-73e0-4dd6-b6cf-4df468230f1c,HCW check-out,2024-09-12 11:23:18.755000+01:00,HCW check-out,iot_event,HCW check-out,Patient Left,Start,s2s6,['trace_d177f781']
814487b0-a226-4fa1-b697-2450ce70cb1a,HCW check-out,2024-09-12 11:23:22.910000+01:00,HCW check-out,iot_event,HCW check-out,Patient Left,End,s2s6,['trace_d177f781']
fb28bd87-5e11-4c9d-a4d4-6f42485186f0,Donor check-in,2024-09-12 11:24:54.238000+01:00,Donor check-in,iot_event,Donor check-in,Patient Left,Start,s2s7,['trace_0fcc47c0']
41ab7ff3-8703-42fe-a57d-6ec22da114ef,Donor check-in,2024-09-12 11:24:56.641000+01:00,Donor check-in,iot_event,Donor check-in,Patient Left,End,s2s7,['trace_0fcc47c0']
c1986147-e6be-4e68-8b44-2bd9c51870f6,HCW check-in,2024-09-12 11:25:01.330000+01:00,HCW check-in,iot_event,HCW check-in,Patient Left,Start,s2s7,['trace_0fcc47c0']
e95ba6bc-dc35-4e99-8219-9b955871ea87,HCW check-in,2024-09-12 11:25:04.252000+01:00,HCW check-in,iot_event,HCW check-in,Patient Left,End,s2s7,['trace_0fcc47c0']
41240206-001e-475a-b9fe-c597b87faa48,Hand hygiene,2024-09-12 11:25:05.040000+01:00,Hand hygiene,iot_event,Hand hygiene,Patient Left,Start,s2s7,['trace_0fcc47c0']
8abce600-e401-4dcd-b6e1-926828ce8fec,Hand hygiene,2024-09-12 11:25:27.629000+01:00,Hand hygiene,iot_event,Hand hygiene,Patient Left,End,s2s7,['trace_0fcc47c0']
ec0153f1-1134-444b-94f5-1d35c3038609,Check blood drawing machine,2024-09-12 11:25:29.964000+01:00,Check blood drawing machine,iot_event,Check blood drawing machine,Patient Left,Start,s2s7,['trace_0fcc47c0']
ef1f66fd-54fd-4933-a801-6f17782c56cc,Check blood drawing machine,2024-09-12 11:25:34.021000+01:00,Check blood drawing machine,iot_event,Check blood drawing machine,Patient Left,End,s2s7,['trace_0fcc47c0']
5da7e182-19ad-4304-8fa9-f92de804607b,Apply tourniquet,2024-09-12 11:25:37.407000+01:00,Apply tourniquet,iot_event,Apply tourniquet,Patient Left,Start,s2s7,['trace_0fcc47c0']
bd89339d-a103-4954-940a-0ececce04dd8,Apply tourniquet,2024-09-12 11:25:45.724000+01:00,Apply tourniquet,iot_event,Apply tourniquet,Patient Left,End,s2s7,['trace_0fcc47c0']
cdd2edf8-8ab4-47d6-ac93-90d26fb03ffd,Hand hygiene and wear gloves,2024-09-12 11:25:47.353000+01:00,Hand hygiene and wear gloves,iot_event,Hand hygiene and wear gloves,Patient Left,Start,s2s7,['trace_0fcc47c0']
f60e6d14-ac5e-4592-a54d-9522e5c52723,Hand hygiene and wear gloves,2024-09-12 11:26:33.699000+01:00,Hand hygiene and wear gloves,iot_event,Hand hygiene and wear gloves,Patient Left,End,s2s7,['trace_0fcc47c0']
734c9d0a-2a2f-4e11-b343-e21ec158891c,Disinfect injection site,2024-09-12 11:26:34.247000+01:00,Disinfect injection site,iot_event,Disinfect injection site,Patient Left,Start,s2s7,['trace_0fcc47c0']
e9bc5625-cd1e-482a-b80c-6a585d68621b,Disinfect injection site,2024-09-12 11:26:43.023000+01:00,Disinfect injection site,iot_event,Disinfect injection site,Patient Left,End,s2s7,['trace_0fcc47c0']
48edc1a2-1f59-467e-9c9f-cc20d7eb3a39,Insert needle,2024-09-12 11:26:46.284000+01:00,Insert needle,iot_event,Insert needle,Patient Left,Start,s2s7,['trace_0fcc47c0']
1767fda7-aaa6-4d75-ad87-be030c32f2ce,Insert needle,2024-09-12 11:27:00.102000+01:00,Insert needle,iot_event,Insert needle,Patient Left,End,s2s7,['trace_0fcc47c0']
d5d888b9-0ac8-4bbc-b05d-db621667d78b,Remove tourniquet,2024-09-12 11:27:02.667000+01:00,Remove tourniquet,iot_event,Remove tourniquet,Patient Left,Start,s2s7,['trace_0fcc47c0']
e90ea41c-2471-4df4-a823-d4a48b9422ae,Remove tourniquet,2024-09-12 11:27:06.542000+01:00,Remove tourniquet,iot_event,Remove tourniquet,Patient Left,End,s2s7,['trace_0fcc47c0']
66aa7594-701b-4970-b124-308e0f835030,Start blood drawing machine,2024-09-12 11:27:08.551000+01:00,Start blood drawing machine,iot_event,Start blood drawing machine,Patient Left,Start,s2s7,['trace_0fcc47c0']
0aa26158-b5d3-48d3-94a9-c45d6866ac43,Start blood drawing machine,2024-09-12 11:27:11.194000+01:00,Start blood drawing machine,iot_event,Start blood drawing machine,Patient Left,End,s2s7,['trace_0fcc47c0']
8007ba76-eb03-4a69-a82e-9b05b7e33cc4,Monitor patient,2024-09-12 11:27:18.398000+01:00,Monitor patient,iot_event,Monitor patient,Patient Left,Start,s2s7,['trace_0fcc47c0']
fe014ee7-006b-4868-a81a-3fa51c2df9d9,Monitor patient,2024-09-12 11:27:22.639000+01:00,Monitor patient,iot_event,Monitor patient,Patient Left,End,s2s7,['trace_0fcc47c0']
b9e29929-2c55-4dec-841f-b1e8bb20985e,Stop blood drawing machine,2024-09-12 11:27:25.746000+01:00,Stop blood drawing machine,iot_event,Stop blood drawing machine,Patient Left,Start,s2s7,['trace_0fcc47c0']
96ecc530-d682-4915-84d3-5b90141a955b,Stop blood drawing machine,2024-09-12 11:27:28.523000+01:00,Stop blood drawing machine,iot_event,Stop blood drawing machine,Patient Left,End,s2s7,['trace_0fcc47c0']
7ed408b6-8843-4463-9b53-8ebb8d10d2ab,Remove needle,2024-09-12 11:27:32.158000+01:00,Remove needle,iot_event,Remove needle,Patient Left,Start,s2s7,['trace_0fcc47c0']
6edd02a5-9bfd-4dad-81d5-63a0484823d2,Remove needle,2024-09-12 11:27:44.792000+01:00,Remove needle,iot_event,Remove needle,Patient Left,End,s2s7,['trace_0fcc47c0']
e4dec990-b5ad-4d34-8eb0-3cfcccf45e09,Remove gloves and hand hygiene,2024-09-12 11:27:48.019000+01:00,Remove gloves and hand hygiene,iot_event,Remove gloves and hand hygiene,Patient Left,Start,s2s7,['trace_0fcc47c0']
ad00d869-2a42-4351-924d-57245c57cfdb,Remove gloves and hand hygiene,2024-09-12 11:28:17.282000+01:00,Remove gloves and hand hygiene,iot_event,Remove gloves and hand hygiene,Patient Left,End,s2s7,['trace_0fcc47c0']
dca5b0a8-f22e-4bfd-8b25-a1c9526d4e6d,Donor check-out,2024-09-12 11:28:18.173000+01:00,Donor check-out,iot_event,Donor check-out,Patient Left,Start,s2s7,['trace_0fcc47c0']
901e44bc-2941-4717-92eb-92de7db49ea3,Donor check-out,2024-09-12 11:28:20.634000+01:00,Donor check-out,iot_event,Donor check-out,Patient Left,End,s2s7,['trace_0fcc47c0']
78fe9afc-9abb-43db-8a1a-62c0006871e1,Take out samples,2024-09-12 11:28:23.467000+01:00,Take out samples,iot_event,Take out samples,Patient Left,Start,s2s7,['trace_0fcc47c0']
87819ca3-5e2e-42e3-a25e-ca5b58a7bf01,Take out samples,2024-09-12 11:28:29.234000+01:00,Take out samples,iot_event,Take out samples,Patient Left,End,s2s7,['trace_0fcc47c0']
c835673b-171f-4a0b-8204-24c92e9ba6c2,Hand hygiene,2024-09-12 11:28:31.004000+01:00,Hand hygiene,iot_event,Hand hygiene,Patient Left,Start,s2s7,['trace_0fcc47c0']
555f3140-482d-49bc-8467-7fe1dc1047d7,Hand hygiene,2024-09-12 11:28:50.783000+01:00,Hand hygiene,iot_event,Hand hygiene,Patient Left,End,s2s7,['trace_0fcc47c0']
d209083f-11a4-46fe-adb7-06532f45bbe5,HCW check-out,2024-09-12 11:28:52.243000+01:00,HCW check-out,iot_event,HCW check-out,Patient Left,Start,s2s7,['trace_0fcc47c0']
07728208-2a23-4934-b9ca-16d537b16d00,HCW check-out,2024-09-12 11:28:55.020000+01:00,HCW check-out,iot_event,HCW check-out,Patient Left,End,s2s7,['trace_0fcc47c0']
34125d5f-b38f-4597-a3db-9a9eed7e396a,Donor check-in,2024-09-12 11:30:20.019000+01:00,Donor check-in,iot_event,Donor check-in,Patient Left,Start,s2s8,['trace_8c60405a']
30b8a0e4-be28-4a1c-a1a2-095e812cca29,Donor check-in,2024-09-12 11:30:20.339000+01:00,Donor check-in,iot_event,Donor check-in,Patient Left,End,s2s8,['trace_8c60405a']
d6c1fb39-b4d5-439b-8df3-a446d61cf792,Donor check-in,2024-09-12 11:30:22.148000+01:00,Donor check-in,iot_event,Donor check-in,Patient Left,Start,s2s8,['trace_8c60405a']
e292f5bf-f34c-43dc-ae2c-851875e92d3f,Donor check-in,2024-09-12 11:30:22.352000+01:00,Donor check-in,iot_event,Donor check-in,Patient Left,End,s2s8,['trace_8c60405a']
fd488b63-e304-4826-813f-7e3f81d91d08,HCW check-in,2024-09-12 11:30:24.995000+01:00,HCW check-in,iot_event,HCW check-in,Patient Left,Start,s2s8,['trace_8c60405a']
ea44212e-e2c7-4812-aa21-e5a87d179d81,HCW check-in,2024-09-12 11:30:27.874000+01:00,HCW check-in,iot_event,HCW check-in,Patient Left,End,s2s8,['trace_8c60405a']
ee610942-647f-47dd-bb6b-2da16f7dc7d7,Hand hygiene,2024-09-12 11:30:30.227000+01:00,Hand hygiene,iot_event,Hand hygiene,Patient Left,Start,s2s8,['trace_8c60405a']
9ca9f473-7ee2-4488-9c97-62cb296531ab,Hand hygiene,2024-09-12 11:30:51.040000+01:00,Hand hygiene,iot_event,Hand hygiene,Patient Left,End,s2s8,['trace_8c60405a']
234a1839-7412-4e2c-9822-4cf2d18d23e8,Check blood drawing machine,2024-09-12 11:30:52.354000+01:00,Check blood drawing machine,iot_event,Check blood drawing machine,Patient Left,Start,s2s8,['trace_8c60405a']
55970e81-0880-4aa4-bd94-31b6b47d2373,Check blood drawing machine,2024-09-12 11:30:57.212000+01:00,Check blood drawing machine,iot_event,Check blood drawing machine,Patient Left,End,s2s8,['trace_8c60405a']
174bb75f-465d-4205-addd-31480b1a20a2,Apply tourniquet,2024-09-12 11:31:00.240000+01:00,Apply tourniquet,iot_event,Apply tourniquet,Patient Left,Start,s2s8,['trace_8c60405a']
19a3e6bd-83cf-423c-b308-700e44ed60f1,Apply tourniquet,2024-09-12 11:31:07.910000+01:00,Apply tourniquet,iot_event,Apply tourniquet,Patient Left,End,s2s8,['trace_8c60405a']
33be8675-38b6-4565-8a2c-e3ae578be2dc,Hand hygiene and wear gloves,2024-09-12 11:31:10.074000+01:00,Hand hygiene and wear gloves,iot_event,Hand hygiene and wear gloves,Patient Left,Start,s2s8,['trace_8c60405a']
5d7c23d2-7803-47b0-bc02-0f43dc4ebb7d,Hand hygiene and wear gloves,2024-09-12 11:31:40.616000+01:00,Hand hygiene and wear gloves,iot_event,Hand hygiene and wear gloves,Patient Left,End,s2s8,['trace_8c60405a']
c2713570-fe9a-4e73-8cb7-579d9cbe9b63,Disinfect injection site,2024-09-12 11:31:48.324000+01:00,Disinfect injection site,iot_event,Disinfect injection site,Patient Left,Start,s2s8,['trace_8c60405a']
